aX,aY,aZ,gX,gY,gZ
2.286,-1.321,0.057,-5.127,33.508,10.071
2.158,-1.600,0.021,36.560,-0.671,90.149
1.918,-1.589,0.072,60.364,-38.513,188.049
1.212,-1.350,0.304,59.753,-58.594,224.670
0.855,-1.168,0.419,48.401,-83.374,258.118
0.282,-0.849,0.521,40.100,-93.018,257.629
0.040,-0.755,0.546,30.090,-105.774,249.695
-0.476,-0.577,0.693,20.325,-127.625,227.173
-0.725,-0.466,0.824,34.058,-124.390,216.675
-1.013,-0.349,1.082,82.153,-96.985,184.021
-1.022,-0.361,1.182,91.553,-87.524,157.776
-0.979,-0.397,1.239,64.636,-73.242,112.061
-0.948,-0.487,1.137,46.448,-58.899,103.455
-0.948,-0.520,1.040,45.471,-28.687,96.375
-0.865,-0.538,0.974,55.054,-21.240,90.698
-0.789,-0.506,0.988,58.289,-16.663,79.407
-0.687,-0.344,0.987,49.561,-16.174,75.562
-0.657,-0.247,0.965,22.034,-22.888,62.561
-0.620,-0.113,0.948,8.057,-30.823,53.406
-0.595,-0.070,0.956,-11.292,-44.373,36.743
-0.504,0.002,0.994,-15.869,-47.852,28.564
-0.454,0.026,1.018,-18.494,-46.021,14.893
-0.384,0.027,1.057,-17.273,-39.978,10.376
-0.347,0.005,1.054,-12.634,-23.682,3.174
-0.246,-0.063,1.029,-10.681,-16.174,-0.549
-0.184,-0.104,1.000,-6.592,-0.854,-9.033
-0.044,-0.189,0.922,-4.822,3.845,-13.550
0.024,-0.227,0.894,-2.808,3.845,-20.874
1.604,-0.530,0.895,21.301,22.949,-17.212
1.781,-1.094,0.617,0.122,17.883,11.475
1.803,-1.341,0.545,-5.127,7.385,36.316
1.772,-1.549,0.553,-4.517,-15.259,95.032
1.632,-1.500,0.546,-14.221,-26.550,129.883
1.389,-1.372,0.520,-48.157,-52.734,193.298
0.767,-1.045,0.538,-54.504,-64.880,212.585
0.461,-0.884,0.613,-31.677,-71.899,230.957
-0.074,-0.536,0.810,-15.930,-68.359,231.934
-0.283,-0.386,0.888,-2.686,-66.040,211.853
-0.580,-0.232,0.987,-2.686,-67.810,194.031
-0.678,-0.191,1.005,3.174,-62.256,155.273
-0.813,-0.121,0.953,10.315,-54.443,138.733
-0.860,-0.120,0.898,31.250,-37.720,110.535
-0.885,-0.255,0.799,47.424,-30.457,99.548
-0.877,-0.350,0.798,89.172,-14.526,91.614
-0.870,-0.416,0.891,107.605,-4.456,93.262
-0.863,-0.380,0.954,109.863,8.606,90.393
-0.824,-0.225,1.026,87.891,5.432,81.543
-0.794,-0.145,1.011,30.029,-15.808,56.885
-0.748,-0.026,1.009,12.390,-26.672,46.570
-0.720,0.014,1.040,5.615,-34.363,32.898
-0.650,0.075,1.112,7.507,-32.043,27.832
-0.605,0.091,1.129,3.967,-22.888,15.747
-0.490,0.093,1.110,-1.465,-18.188,8.423
-0.426,0.089,1.091,-12.329,-11.047,-5.737
-0.302,0.031,1.028,-14.221,-6.409,-12.512
-0.241,-0.031,0.995,-12.390,-1.648,-19.043
-0.086,-0.179,0.932,-2.930,7.263,-28.442
-0.014,-0.247,0.905,0.427,10.559,-29.602
1.449,-0.741,0.837,4.028,-3.662,-17.090
1.701,-0.931,0.746,-18.127,-18.921,-4.456
2.000,-1.268,0.574,-28.870,-29.785,17.273
2.008,-1.367,0.510,-24.048,-35.339,101.196
1.712,-1.380,0.378,-13.855,-32.104,152.344
1.457,-1.303,0.335,-2.319,-43.762,227.417
0.876,-1.054,0.375,-3.174,-58.472,245.178
0.568,-0.902,0.435,-2.319,-81.726,261.536
-0.037,-0.604,0.561,5.249,-85.571,264.954
-0.297,-0.473,0.630,25.330,-88.440,248.718
-0.658,-0.249,0.793,31.738,-91.309,227.905
-0.780,-0.195,0.866,45.532,-88.928,183.044
-0.943,-0.229,1.010,58.411,-80.383,162.476
-0.969,-0.287,1.070,75.684,-58.289,122.559
